model,mutant,test_passed,elapsedTime
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid23id23/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/smiTemplateid39/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/smiTemplateid39.xml,true,9
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid23id23/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid25id26/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid25id26.xml,true,5
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid25id26/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid25id26.xml,true,5
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid23id23/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid23id23.xml,true,7
src/main/resources/mutations/tadSyncid23id23/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid23id23.xml,true,7
src/main/resources/mutations/tadSyncid23id23/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid23id23.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,27
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid8id23/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id23.xml,true,9
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id23/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id23/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid17id15/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id23/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,9
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid25id26/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid17id15/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid25id26/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id23/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,11
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid17id15/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid17id15/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid22id39_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid22id39_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid22id39_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid22id39_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid17id15/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid17id15.xml,true,5
src/main/resources/mutations/tadSyncid17id15/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid17id15.xml,true,6
src/main/resources/mutations/tadSyncid17id15/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid17id15.xml,true,7
src/main/resources/mutations/tadSyncid17id15/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid17id15.xml,true,6
src/main/resources/mutations/smiTemplateid39/tadSyncid12id26_cleaned/traces/Template5,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/smiTemplateid39.xml,true,9
src/main/resources/mutations/tadSyncid8id23/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id23.xml,true,6
src/main/resources/mutations/smiTemplateid39/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/smiTemplateid39.xml,true,8
src/main/resources/mutations/tadSyncid8id23/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id23.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid23id23/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/smiTemplateid39/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/smiTemplateid39.xml,true,11
src/main/resources/mutations/tadSyncid8id23/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id23.xml,true,5
src/main/resources/mutations/smiTemplateid39/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/smiTemplateid39.xml,true,7
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid23id23/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/smiTemplateid39/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/smiTemplateid39.xml,true,9
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid23id23/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid22id39_cleaned/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid22id39.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid25id26/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid25id26.xml,true,5
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid25id26/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid25id26.xml,true,5
src/main/resources/mutations/tadSyncid8id29/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id29.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id29/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid23id23/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid23id23.xml,true,7
src/main/resources/mutations/tadSyncid23id23/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid23id23.xml,true,7
src/main/resources/mutations/tadSyncid23id23/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid23id23.xml,true,8
src/main/resources/mutations/tadSyncid6id16/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid6id16.xml,true,6
src/main/resources/mutations/tadSyncid6id16/tadSyncid12id26_cleaned/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid6id16.xml,true,7
src/main/resources/mutations/tadSyncid6id16/tadSyncid12id26_cleaned/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid6id16.xml,true,7
src/main/resources/mutations/tadSyncid6id16/tadSyncid12id26_cleaned/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid6id16.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,27
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid6id16/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid6id16/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid6id16/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid6id16/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid12id26_cleaned/smiTemplateid39/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,7
src/main/resources/mutations/tadSyncid8id23/tadSyncid12id26_cleaned/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid8id23.xml,true,9
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id23/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id23/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,8
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid17id15/traces/Template3,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid8id23/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,9
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid25id26/traces/Template2,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,6
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid17id15/traces/Template4,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
src/main/resources/mutations/tadSyncid12id26_cleaned/tadSyncid25id26/traces/Template1,/home/david/Documents/NTAMorphosis/src/main/resources/CombinedModel/tadSyncid12id26.xml_cleaned.xml,true,5
